species	distance	area_cm_2	csf
hya	4.7	1839.927332	8.997399919
hya	2.5	151.1635477	8.985354208
hya	8.2	94.74171482	8.975622978
hya	72.8	141.1954959	8.884542445
hya	7.4	391.7119939	8.792440482
hya	12.4	902.6209791	8.75481056
hya	35.6	45.68544238	8.729013465
hya	37.6	604.8855178	8.698105794
hya	2	139.2795239	8.584729948
hya	5.4	1970.113322	8.566605006
hya	43.1	32.05182385	8.428792263
hya	15.7	31.7408887	8.425033689
hya	20.7	225.7010747	8.38704078
hya	0	193.75897	8.30896188
hya	25.6	1280.046026	8.196595017
hya	11.6	908.9093259	8.149873867
hya	1.3	183.9555355	8.023263324
hya	41.1	50.86677682	7.935335107
hya	33.3	268.5776514	7.845778938
hya	3.9	1532.983824	7.824237363
hya	5.7	68.85431878	7.795428523
hya	1.8	2093.743785	7.644794157
hya	2.7	1229.651776	7.632794554
hya	37.8	146.8299371	7.612811625
hya	50	81.49611454	7.573693021
hya	8.9	77.02416345	7.482326916
hya	0.5	289.3289885	7.421488932
hya	4.5	697.8092668	7.286279748
hya	2.1	1340.382751	7.269468906
hya	14.9	760.6568692	7.248835246
hya	2.5	445.6846112	7.230336047
hya	70	370.5823362	7.003325118
hya	10.2	613.3698757	6.919453371
hya	39.1	58.20713221	6.917735885
hya	7	199.1976907	6.884676128
hya	20.4	1081.313934	6.783879608
hya	6.8	46.71629408	6.748477729
hya	48.5	284.3542508	6.662583953
hya	11.6	6460.203261	6.62624753
hya	10.4	94.69742941	6.472360733
hya	0	133.1353275	6.366361909
hya	59	956.0328278	6.317547114
hya	48.6	61.17829976	6.273019156
hya	30.7	2943.706353	6.23215848
hya	38.7	117.8202755	6.227456588
hya	49.2	64.56178064	6.213110946
hya	3.4	92.81154274	6.204970672
hya	47	100.5296955	6.146016248
hya	3.7	371.6871629	6.144004449
hya	4.3	98.81671984	5.85289102
hya	7.4	142.5965606	5.845941597
hya	0.7	2044.600396	5.789749271
hya	12.7	59.31625047	5.766378938
hya	11.3	1715.500681	5.732556789
hya	75.1	125.4508753	5.681746633
hya	35.9	2225.713659	5.643212353
hya	74.1	102.2974704	5.616975496
hya	4.5	107.5347937	5.604503733
hya	12.3	1048.67549	5.599188789
hya	7.3	164.7370234	5.59251907
hya	18	100.3970497	5.50456109
hya	39.9	84.24517979	5.486974501
hya	76.2	67.19822693	5.426727613
hya	6.6	117.4271134	5.319033318
hya	6.8	87.72764022	5.163219359
hya	43.3	61.58942719	5.115086088
hya	4	111.9484296	5.062833754
hya	4.3	40.75796917	5.053251935
hya	20.5	214.6469958	5.04877321
hya	2.2	48.18541963	4.984219226
hya	4.2	736.9612961	4.939163601
hya	43.5	546.1223152	4.898385892
hya	50	86.05282725	4.813282736
hya	13.6	162.0713054	4.74166831
hya	46.4	100.787539	4.72137257
hya	45.1	39.0213419	4.617599015
hya	29.7	64.00481088	4.531934611
hya	4.6	281.5355062	4.463617866
hya	4	134.6836862	4.35257131
hya	0	126.2035533	4.129769245
hya	20.2	562.6723884	4.110874723
hya	6.2	97.64688742	4.003957582
hya	3.7	82.25743837	3.957481283
hya	1	54.32171562	3.953021072
hya	35.6	380.7890547	3.950247496
hya	17.2	181.5713489	3.882507632
hya	71.6	23.06231611	3.86239365
hya	28.3	163.5241755	3.789523434
hya	5.4	500.582571	3.692685053
hya	21.9	235.2848399	3.671976394
hya	17.5	97.33740495	3.645415845
hya	0.8	167.7574096	3.643180125
hya	20.5	849.9896419	3.604800845
hya	4.5	137.3744368	3.586761263
hya	27.6	181.6211789	3.514701688
hya	52.4	44.40536042	3.49824134
hya	0.8	103.9803588	3.478180525
hya	11.6	153.6062187	3.427848939
hya	0	559.1602496	3.418675355
hya	11.6	213.8137508	3.369684195
hya	41.7	60.14752912	3.30671982
hya	39.2	78.78772051	3.266446569
hya	1	199.2965708	3.203916681
hya	41.5	92.71059873	3.17909583
hya	51.8	80.22392898	3.172526709
hya	49.2	327.8705266	3.164997776
hya	2.8	221.689256	3.164915909
hya	7.5	155.9798965	3.159451159
hya	74.7	99.9675414	3.152333308
hya	68.2	225.1491081	3.049735957
hya	37.6	52.82939165	2.991851049
hya	5.6	2570.279913	2.98381364
hya	7	72.27776181	2.951560242
hya	31.7	96.61089957	2.879178114
hya	33.9	51.60071837	2.85365735
hya	12.4	48.79646519	2.790806609
hya	3.3	94.79671004	2.767097537
hya	15	84.2513559	2.74894422
hya	3.4	129.2665221	2.739736983
hya	7.5	26.38377137	2.710689159
hya	2.8	47.92508272	2.664597157
hya	2.4	27.41852377	2.618369925
hya	6.6	424.8200214	2.57583481
hya	41.1	101.8606899	2.544676995
hya	11.4	26.22822227	2.47360696
hya	10.2	272.0825755	2.459562659
hya	66.3	40.82589068	2.42130895
hya	2.6	50.07651166	2.407603072
hya	55.3	26.59057192	2.400865868
hya	36.5	99.25201203	2.391184152
hya	8.6	214.164823	2.354217575
hya	35	80.29984702	2.312247843
hya	37.7	44.09762655	2.255592089
hya	40.9	52.68803427	2.243137065
hya	3.5	450.9773244	2.238061393
hya	78.9	80.1734212	2.192752938
hya	4.1	202.8251623	2.131028742
hya	7.5	45.88063945	2.116825181
hya	39	51.89854502	2.102360649
hya	0.8	18.78446605	2.067879083
hya	3.8	289.7716949	2.041517241
hya	22.4	88.8136533	2.006224773
hya	5.1	50.48926171	1.9648939
hya	15.8	25.2168153	1.948701746
hya	20	239.7945342	1.919323415
hya	5.9	34.55466798	1.871512791
hya	8.5	91.83754061	1.800041417
hya	37.6	70.25974035	1.798657205
hya	38.3	50.66813528	1.784631319
hya	34.5	11.56981398	1.735480255
hya	44	65.28833064	1.734209964
hya	4	36.52167388	1.711268445
hya	55.6	55.26206858	1.70773059
hya	19.3	33.16041228	1.659535634
hya	37.8	60.42745222	1.645797315
hya	4	152.9463045	1.60581427
hya	59.8	31.02142779	1.598014469
hya	26.1	47.12313017	1.570098146
hya	7	101.4423946	1.527030733
hya	23.9	49.92374853	1.48733591
hya	52.2	40.82622497	1.467819517
hya	36	20.11070008	1.400363353
hya	5.2	40.80543753	1.399458633
hya	2	5339.838536	1.367871372
hya	46.8	55.8388422	1.298149943
hya	60.6	66.27432131	1.262453033
hya	10.3	24.64761043	1.224343386
hya	66.8	39.03881862	1.221759902
hya	47.5	15.60298115	1.220085684
hya	0.4	17.20803154	1.176457455
hya	51.5	28.19592855	1.173740638
hya	43	127.8795726	1.165422188
hya	2.4	43.91628391	1.151657031
hya	8.5	8.338893761	1.015584792
hya	39.6	25.71436303	0.981333896
hya	46.3	45.49969024	0.948376598
hya	60.7	29.95830029	0.941873333
hya	17.9	20.00237888	0.92998086
hya	7.3	33.23630361	0.923538481
hya	14.9	77.34227048	0.920113942
hya	7.5	83.83413484	0.866419017
hya	56.3	83.25732771	0.865557352
hya	20.2	312.6015961	0.849462249
hya	7.4	151.1677567	0.848923013
hya	48.2	63.48748314	0.835409768
hya	39	66.56664023	0.828318824
hya	11	11.84130587	0.785061924
hya	22	120.1394436	0.761300163
hya	27.6	17.14062044	0.743914786
hya	38.6	62.55082143	0.737998117
hya	28	188.7661549	0.737875819
hya	1.1	66.11786191	0.720667914
hya	43.9	31.0425933	0.714360387
hya	17.9	80.18747547	0.705847489
hya	55.6	21.24641876	0.703244518
hya	48.2	29.88893894	0.672579402
hya	78.4	21.87695558	0.663339959
hya	6.2	24.0599068	0.662391225
hya	39.6	15.65199237	0.655203898
hya	60.1	72.68909382	0.644604954
hya	71.6	87.26293625	0.644381232
hya	12.2	14.60750536	0.61072866
hya	48.7	21.23187483	0.603095885
hya	8.4	27.33309971	0.602668905
hya	67.9	29.61868298	0.568558027
hya	8	26.46356579	0.553097165
hya	3.9	53.64426576	0.550330805
hya	15.2	57.84192661	0.536844297
hya	6.3	17.16896577	0.53248201
hya	12.3	69.32218567	0.523687729
hya	32.3	29.56703012	0.498406693
hya	34.4	25.19727912	0.493899602
hya	61.7	50.14892639	0.482863401
hya	37.7	58.70499154	0.474791324
hya	1.1	7.731190797	0.459674748
hya	22.2	93.24368035	0.450982068
hya	31.2	12.83706112	0.438610222
hya	19.4	38.55792028	0.433961588
hya	23.4	60.3375321	0.407722714
hya	13.1	19.82110379	0.376514993
hya	62.7	37.31338701	0.373761702
hya	1.6	19.22763507	0.373199442
hya	62.6	34.14406275	0.361881061
hya	0	18.97818351	0.354587869
hya	30.4	28.40449485	0.342741282
hya	54.6	23.42949042	0.29583145
hya	11.1	47.61486	0.289475728
hya	20.4	46.70927745	0.268482425
hya	8.9	35.81614479	0.256863688
hya	28.7	20.36881624	0.251347388
hya	58.7	63.70565057	0.170501076
hya	19.9	264.4348436	0.167567184
hya	43	53.25196052	0.141728187
pal	72.5	15.3752943	11.99703689
pal	66.2	128.2691211	11.07541953
pal	60.3	254.7508923	6.110061626
pal	66	217.7872123	6.002254295
pal	8.3	88.89448805	5.764956265
pal	74.2	28.71016957	5.342520329
pal	55.8	245.5460286	4.696747715
pal	66.4	263.9548635	4.43533115
pal	67.4	52.48421009	4.291708641
pal	48.2	189.1945409	4.225826115
pal	59.9	82.27343126	4.10857977
pal	51.2	173.381594	4.051829585
pal	74.6	134.0194726	3.941404087
pal	5.7	56.25594717	3.879063081
pal	19.1	158.0921009	3.800559174
pal	60.2	349.5049089	3.690179752
pal	13.8	90.36011553	3.600686648
pal	47.5	55.53945342	3.228207982
pal	49.2	211.5965003	3.18880371
pal	67	28.2243498	3.174249835
pal	3	549.9434884	3.133319483
pal	8.2	180.7304711	3.126506972
pal	66.3	58.05691619	3.044785868
pal	19	96.13741265	2.89773954
pal	34	471.0857911	2.754304515
pal	64.9	334.6691545	2.726335332
pal	62.6	486.8071374	2.70046708
pal	54.3	402.9337177	2.647511439
pal	61.1	171.8960865	2.640880825
pal	22	300.321209	2.55901867
pal	78.4	25.26251067	2.470936394
pal	55.2	123.2397629	2.455758295
pal	56.7	828.9875584	2.441141654
pal	2.8	142.4040602	2.362477675
pal	13.2	54.43972833	2.293622065
pal	50.5	52.47073125	2.288796045
pal	32.8	208.1039486	2.231039196
pal	65.1	27.47009117	2.200974049
pal	50	172.3927833	2.184980273
pal	69.8	136.9576441	2.169031159
pal	12.7	95.02991728	2.162907105
pal	64	66.91578284	2.067388269
pal	13.8	6.143869854	2.048426523
pal	21.3	928.0897471	2.021173844
pal	53.3	174.9974068	1.958432069
pal	9.1	40.79973126	1.931836413
pal	60.1	52.39303702	1.860730122
pal	12.4	226.8938179	1.83276655
pal	54.6	112.5994988	1.811776614
pal	28.2	31.74252551	1.779672007
pal	68.5	60.03961921	1.755469933
pal	59.2	51.09651952	1.706422092
pal	65.1	156.9372558	1.606236308
pal	15.6	406.2988249	1.538604456
pal	11.8	181.7388609	1.521439071
pal	34.9	311.3737764	1.48810585
pal	38.4	87.40078335	1.476473938
pal	0	591.1856307	1.463327111
pal	2.4	248.9739706	1.457181162
pal	0	621.6896545	1.44564299
pal	9.7	1043.652265	1.419783637
pal	7.5	88.81753945	1.41360856
pal	60.8	135.5965272	1.401636759
pal	76.1	561.841848	1.398659685
pal	34.4	601.8841435	1.383965609
pal	37.4	311.7101843	1.356113636
pal	40	121.0757174	1.349862968
pal	38.4	302.7850274	1.342122776
pal	2.5	107.4907027	1.331233648
pal	28.9	51.87226687	1.31673611
pal	58.4	268.2690337	1.303034772
pal	0	25.61358137	1.297868567
pal	44.3	61.25860747	1.267005642
pal	4.8	226.4234055	1.259583872
pal	7.1	152.6616356	1.256913667
pal	2.8	1165.076275	1.245887296
pal	61.9	114.5769658	1.231399452
pal	12.2	867.673167	1.226590968
pal	30	344.2127186	1.223865951
pal	52.1	84.69640738	1.210138596
pal	1.4	98.36576003	1.198160954
pal	72.9	251.5347957	1.196551781
pal	49.8	195.682934	1.187722836
pal	16	449.3741549	1.183906516
pal	34.7	28.80606681	1.182749217
pal	58.5	41.26194936	1.177634006
pal	25.6	208.2205181	1.138702575
pal	3.6	488.3009618	1.127396354
pal	32.4	2266.956436	1.123835967
pal	7.3	271.8161508	1.092018368
pal	20.7	247.1902251	1.09080482
pal	30.1	960.8818608	1.083239759
pal	35.3	24.7007103	1.067848826
pal	25	1053.795571	1.067495176
pal	13.7	112.2768184	1.056799648
pal	24	328.9665403	1.048728109
pal	59.6	75.81880116	1.039792561
pal	16.4	371.8311903	1.03373612
pal	1.3	143.1861334	1.03082501
pal	52.3	193.0875659	1.008477207
pal	40.3	30.76556483	0.981803346
pal	23.4	505.8623434	0.973814665
pal	24	210.7975079	0.964725673
pal	1	149.6166439	0.963985786
pal	57.7	420.1446178	0.961736136
pal	7.6	132.1389355	0.950551888
pal	14.9	411.8862854	0.942188193
pal	37.6	24.13205374	0.936702364
pal	36.2	740.568956	0.921940188
pal	2.8	1219.201825	0.899561692
pal	38	301.0967793	0.896251849
pal	16.2	263.8258864	0.885405674
pal	19.1	363.5822513	0.852634754
pal	45.4	24.90754672	0.852105881
pal	24.3	103.6889965	0.83721839
pal	27.3	324.1853908	0.81559443
pal	10.5	254.7661004	0.808782256
pal	54.1	39.13085365	0.806562827
pal	37.8	239.8477917	0.800063265
pal	39.4	663.8356637	0.798767521
pal	4.8	408.3717506	0.769011199
pal	50	1158.70729	0.766019378
pal	5.6	282.3521069	0.758752461
pal	47.4	637.9365984	0.740244946
pal	12	218.3464409	0.738290561
pal	54.4	151.4355871	0.736522126
pal	0	1791.083786	0.718722661
pal	7.8	513.4131952	0.716541801
pal	55.3	84.54442781	0.695588726
pal	79.7	44.08249963	0.682531556
pal	71.8	594.7319016	0.681953395
pal	68.8	14.9445339	0.670804507
pal	61.1	161.2815231	0.663765974
pal	20.9	204.2786025	0.658505996
pal	7.9	1026.918698	0.644639882
pal	4.7	416.319487	0.643099906
pal	67.2	627.4583853	0.636592086
pal	74.8	81.02268615	0.628875975
pal	43	358.1345105	0.608988984
pal	20.1	829.728429	0.600394985
pal	12.2	316.5641703	0.598377459
pal	78.3	491.261689	0.565385546
pal	19.8	139.5219982	0.564984675
pal	75.9	130.8744821	0.560912428
pal	68.7	254.5714657	0.559527495
pal	15	29.61443064	0.548386706
pal	52.7	181.2111461	0.543503503
pal	40.1	92.75933878	0.538234462
pal	58.9	200.3336772	0.525409706
pal	12.7	746.1950869	0.518460935
pal	57.2	757.9525056	0.511978173
pal	16.25	376.0250589	0.499385181
pal	17.3	708.3963372	0.48484958
pal	65.7	248.8560633	0.479867977
pal	54.6	367.530016	0.453198448
pal	18.4	2091.888057	0.451568168
pal	23.6	262.7381722	0.451202472
pal	80	625.8980178	0.438839333
pal	4.2	154.3952992	0.420172712
pal	53.3	1809.750529	0.396275561
pal	14	637.8656948	0.395552901
pal	80	902.4682249	0.39064094
pal	10.1	354.6709393	0.389938194
pal	28.9	2022.369805	0.383407532
pal	19.6	165.2881348	0.371786038
pal	23.5	272.760034	0.349420075
pal	54	33.31627118	0.341748037
pal	12.5	1236.874305	0.339791372
pal	29.7	1849.866347	0.32802988
pal	60.7	2206.652447	0.311488824
pal	79.2	57.52011858	0.274803791
pal	22.5	580.9223325	0.265179399
pal	15	68.0919707	0.21704627
pal	50.2	934.4160095	0.155559134
pal	23.6	266.4241396	0.133237503
