kappa	t	t_1
0.75	0.75	0.981810467360821
0.75	0.76	0.991498353997913
0.75	0.77	1.00118655887526
0.75	0.78	1.01087508189658
0.75	0.79	1.02056392296515
0.75	0.8	1.03025308198384
0.75	0.81	1.03994255885504
0.75	0.82	1.04963235348073
0.75	0.83	1.05932246576246
0.75	0.84	1.06901289560133
0.75	0.85	1.07870364289803
0.75	0.86	1.08839470755278
0.75	0.87	1.0980860894654
0.75	0.88	1.10777778853527
0.75	0.89	1.11746980466134
0.75	0.9	1.12716213774212
0.75	0.91	1.13685478767569
0.75	0.92	1.14654775435972
0.75	0.93	1.15624103769142
0.75	0.94	1.16593463756761
0.75	0.95	1.17562855388464
0.75	0.96	1.18532278653848
0.75	0.97	1.19501733542463
0.75	0.98	1.20471220043818
0.75	0.99	1.21440738147381
0.75	1	1.22410287842576
0.95	-3	-2.50026214766662
0.95	-2.99	-2.49206655583385
0.95	-2.98	-2.48386039314137
0.95	-2.97	-2.47564332937634
0.95	-2.96	-2.46741503604806
0.95	-2.95	-2.45917518671114
0.95	-2.94	-2.45092345729439
0.95	-2.93	-2.4426595264353
0.95	-2.92	-2.43438307581941
0.95	-2.91	-2.42609379052434
0.95	-2.9	-2.41779135936775
0.95	-2.89	-2.40947547525898
0.95	-2.88	-2.40114583555348
0.95	-2.87	-2.39280214240977
0.95	-2.86	-2.3844441031482
0.95	-2.85	-2.37607143061075
0.95	-2.84	-2.36768384352146
0.95	-2.83	-2.35928106684664
0.95	-2.82	-2.35086283215424
0.95	-2.81	-2.34242887797154
0.95	-2.8	-2.33397895014065
0.95	-2.79	-2.32551280217084
0.95	-2.78	-2.31703019558699
0.95	-2.77	-2.30853090027352
0.95	-2.76	-2.30001469481275
0.95	-2.75	-2.29148136681707
0.95	-2.74	-2.28293071325416
0.95	-2.73	-2.27436254076413
0.95	-2.72	-2.26577666596823
0.95	-2.71	-2.25717291576785
0.95	-2.7	-2.24855112763332
0.95	-2.69	-2.23991114988164
0.95	-2.68	-2.23125284194215
0.95	-2.67	-2.22257607460967
0.95	-2.66	-2.21388073028409
0.95	-2.65	-2.20516670319577
0.95	-2.64	-2.19643389961602
0.95	-2.63	-2.18768223805196
0.95	-2.62	-2.17891164942497
0.95	-2.61	-2.17012207723233
0.95	-2.6	-2.16131347769115
0.95	-2.59	-2.1524858198642
0.95	-2.58	-2.14363908576703
0.95	-2.57	-2.13477327045593
0.95	-2.56	-2.12588838209621
0.95	-2.55	-2.11698444201033
0.95	-2.54	-2.10806148470581
0.95	-2.53	-2.09911955788214
0.95	-2.52	-2.09015872241685
0.95	-2.51	-2.08117905233032
0.95	-2.5	-2.07218063472913
0.95	-2.49	-2.06316356972803
0.95	-2.48	-2.05412797035032
0.95	-2.47	-2.0450739624067
0.95	-2.46	-2.03600168435266
0.95	-2.45	-2.0269112871246
0.95	-2.44	-2.01780293395472
0.95	-2.43	-2.00867680016507
0.95	-2.42	-1.99953307294094
0.95	-2.41	-2.00403663000671
0.95	-2.4	-1.99484217564365
0.95	-2.39	-1.98563106232175
0.95	-2.38	-1.97640351920422
0.95	-2.37	-1.9671597856195
0.95	-2.36	-1.95790011072667
0.95	-2.35	-1.9486247531644
0.95	-2.34	-1.93933398068418
0.95	-2.33	-1.93002806976845
0.95	-2.32	-1.92070730523454
0.95	-2.31	-1.91137197982521
0.95	-2.3	-1.9020223937866
0.95	-2.29	-1.89265885443456
0.95	-2.28	-1.88328167571022
0.95	-2.27	-1.87389117772584
0.95	-2.26	-1.86448768630181
0.95	-2.25	-1.85507153249592
0.95	-2.24	-1.84564305212582
0.95	-2.23	-1.83620258528577
0.95	-2.22	-1.82675047585872
0.95	-2.21	-1.81728707102478
0.95	-2.2	-1.80781272076712
0.95	-2.19	-1.79832777737645
0.95	-2.18	-1.78883259495504
0.95	-2.17	-1.77932752892147
0.95	-2.16	-1.76981293551707
0.95	-2.15	-1.76028917131523
0.95	-2.14	-1.75075659273448
0.95	-2.13	-1.74121555555645
0.95	-2.12	-1.73166641444986
0.95	-2.11	-1.72210952250119
0.95	-2.1	-1.71254523075338
0.95	-2.09	-1.7029738877533
0.95	-2.08	-1.69339583910895
0.95	-2.07	-1.68381142705728
0.95	-2.06	-1.67422099004358
0.95	-2.05	-1.66462486231309
0.95	-2.04	-1.65502337351582
0.95	-2.03	-1.64541684832523
0.95	-2.02	-1.63580560607144
0.95	-2.01	-1.62618996038976
0.95	-2	-1.61657021888514
0.95	-1.99	-1.60694668281302
0.95	-1.98	-1.5973196467773
0.95	-1.97	-1.58768939844575
0.95	-1.96	-1.57805621828345
0.95	-1.95	-1.56842037930458
0.95	-1.94	-1.55878214684289
0.95	-1.93	-1.54914177834124
0.95	-1.92	-1.53949952316038
0.95	-1.91	-1.52985562240715
0.95	-1.9	-1.52021030878233
0.95	-1.89	-1.51056380644814
0.95	-1.88	-1.50091633091549
0.95	-1.87	-1.49126808895095
0.95	-1.86	-1.48161927850335
0.95	-1.85	-1.47197008864989
0.95	-1.84	-1.46232069956168
0.95	-1.83	-1.45267128248836
0.95	-1.82	-1.44302199976159
0.95	-1.81	-1.43337300481713
0.95	-1.8	-1.4237244422351
0.95	-1.79	-1.41407644779796
0.95	-1.78	-1.4044291485659
0.95	-1.77	-1.39478266296892
0.95	-1.76	-1.38513710091527
0.95	-1.75	-1.37549256391549
0.95	-1.74	-1.36584914522159
0.95	-1.73	-1.35620692998053
0.95	-1.72	-1.34656599540144
0.95	-1.71	-1.33692641093578
0.95	-1.7	-1.32728823846975
0.95	-1.69	-1.31765153252806
0.95	-1.68	-1.30801634048838
0.95	-1.67	-1.29838270280549
0.95	-1.66	-1.28875065324444
0.95	-1.65	-1.27912021912175
0.95	-1.64	-1.2694914215538
0.95	-1.63	-1.2598642757115
0.95	-1.62	-1.25023879108048
0.95	-1.61	-1.24061497172565
0.95	-1.6	-1.23099281655953
0.95	-1.59	-1.22137231961327
0.95	-1.58	-1.2117534703095
0.95	-1.57	-1.20213625373623
0.95	-1.56	-1.19252065092084
0.95	-1.55	-1.18290663910345
0.95	-1.54	-1.17329419200866
0.95	-1.53	-1.16368328011508
0.95	-1.52	-1.15407387092173
0.95	-1.51	-1.14446592921064
0.95	-1.5	-1.13485941730492
0.95	-1.49	-1.12525429532167
0.95	-1.48	-1.11565052141903
0.95	-1.47	-1.10604805203684
0.95	-1.46	-1.09644684213029
0.95	-1.45	-1.08684684539613
0.95	-1.44	-1.07724801449089
0.95	-1.43	-1.06765030124077
0.95	-1.42	-1.05805365684272
0.95	-1.41	-1.04845803205653
0.95	-1.4	-1.03886337738747
0.95	-1.39	-1.02926964325942
0.95	-1.38	-1.01967678017818
0.95	-1.37	-1.0100847388849
0.95	-1.36	-1.00049347049946
0.95	-1.35	-0.990902926653858
0.95	-1.34	-0.981313059615538
0.95	-1.33	-0.971723822400682
0.95	-1.32	-0.962135168877619
0.95	-1.31	-0.952547053860423
0.95	-1.3	-0.942959433192903
0.95	-1.29	-0.93337226382313
0.95	-1.28	-0.923785503868811
0.95	-1.27	-0.914199112673695
0.95	-1.26	-0.904613050855359
0.95	-1.25	-0.895027280344679
0.95	-1.24	-0.885441764417323
0.95	-1.23	-0.875856467717618
0.95	-1.22	-0.866271356275214
0.95	-1.21	-0.856686397514887
0.95	-1.2	-0.847101560259921
0.95	-1.19	-0.837516814729488
0.95	-1.18	-0.827932132530417
0.95	-1.17	-0.818347486643825
0.95	-1.16	-0.808762851406977
0.95	-1.15	-0.799178202490866
0.95	-1.14	-0.789593516873878
0.95	-1.13	-0.780008772811987
0.95	-1.12	-0.770423949805875
0.95	-1.11	-0.760839028565383
0.95	-1.1	-0.751253990971653
0.95	-1.09	-0.741668820037353
0.95	-1.08	-0.732083499865336
0.95	-1.07	-0.722498015606049
0.95	-1.06	-0.712912353414038
0.95	-1.05	-0.70332650040383
0.95	-1.04	-0.693740444605491
0.95	-1.03	-0.684154174920099
0.95	-1.02	-0.674567681075393
0.95	-1.01	-0.664980953581807
0.95	-1	-0.6553939836891
0.95	-0.99	-0.645806763343756
0.95	-0.98	-0.636219285147304
0.95	-0.97	-0.626631542315722
0.95	-0.96	-0.617043528640038
0.95	-0.95	-0.607455238448212
0.95	-0.94	-0.597866666568417
0.95	-0.93	-0.588277808293776
0.95	-0.92	-0.578688659348594
0.95	-0.91	-0.569099215856148
0.95	-0.9	-0.559509474308046
0.95	-0.89	-0.549919431535174
0.95	-0.88	-0.54032908468022
0.95	-0.87	-0.53073843117179
0.95	-0.86	-0.521147468700062
0.95	-0.85	-0.51155619519399
0.95	-0.84	-0.501964608799977
0.95	-0.83	-0.492372707862025
0.95	-0.82	-0.482780490903279
0.95	-0.81	-0.473187956608915
0.95	-0.8	-0.463595103810335
0.95	-0.79	-0.454001931470609
0.95	-0.78	-0.444408438671079
0.95	-0.77	-0.434814624599082
0.95	-0.76	-0.425220488536749
0.95	-0.75	-0.415626029850759
0.95	-0.74	-0.40603124798305
0.95	-0.73	-0.39643614244239
0.95	-0.72	-0.386840712796752
0.95	-0.71	-0.377244958666435
0.95	-0.7	-0.367648879717888
0.95	-0.69	-0.358052475658159
0.95	-0.68	-0.348455746229938
0.95	-0.67	-0.338858691207131
0.95	-0.66	-0.329261310390921
0.95	-0.65	-0.319663603606282
0.95	-0.64	-0.310065570698889
0.95	-0.63	-0.300467211532386
0.95	-0.62	-0.290868525986
0.95	-0.61	-0.281269513952426
0.95	-0.6	-0.271670175335997
0.95	-0.59	-0.262070510051072
0.95	-0.58	-0.252470518020646
0.95	-0.57	-0.242870199175134
0.95	-0.56	-0.233269553451326
0.95	-0.55	-0.223668580791489
0.95	-0.54	-0.214067281142581
0.95	-0.53	-0.204465654455593
0.95	-0.52	-0.194863700684984
0.95	-0.51	-0.185261419788185
0.95	-0.5	-0.175658811725194
0.95	-0.49	-0.16605587645823
0.95	-0.48	-0.156452613951435
0.95	-0.47	-0.146849024170627
0.95	-0.46	-0.137245107083091
0.95	-0.45	-0.127640862657412
0.95	-0.44	-0.118036290863318
0.95	-0.43	-0.108431391671569
0.95	-0.42	-0.0988261650538564
0.95	-0.41	-0.0892206109827182
0.95	-0.4	-0.0796147294314706
0.95	-0.39	-0.0700085203741573
0.95	-0.38	-0.0604019837854955
0.95	-0.37	-0.0507951196408508
0.95	-0.36	-0.0411879279161918
0.95	-0.35	-0.0315804085880838
0.95	-0.34	-0.0219725616336554
0.95	-0.33	-0.0123643870305905
0.95	-0.32	-0.00275588475710561
0.95	-0.31	0.00685294520804316
0.95	-0.3	0.0164621028855836
0.95	-0.29	0.0260715882957244
0.95	-0.28	0.035681401458168
0.95	-0.27	0.0452915423921057
0.95	-0.26	0.054902011116227
0.95	-0.25	0.0645128076487169
0.95	-0.24	0.074123932007265
0.95	-0.23	0.0837353842090569
0.95	-0.22	0.0933471642707838
0.95	-0.21	0.102959272208639
0.95	-0.2	0.112571708038322
0.95	-0.19	0.122184471775033
0.95	-0.18	0.131797563433477
0.95	-0.17	0.141410983027867
0.95	-0.16	0.151024730571914
0.95	-0.15	0.160638806078841
0.95	-0.14	0.170253209561374
0.95	-0.13	0.17986794103174
0.95	-0.12	0.189483000501675
0.95	-0.11	0.199098387982417
0.95	-0.1	0.208714103484713
0.95	-0.0899999999999999	0.218330147018808
0.95	-0.0800000000000001	0.227946518594458
0.95	-0.0699999999999998	0.237563218220923
0.95	-0.0600000000000001	0.247180245906962
0.95	-0.0499999999999998	0.256797601660845
0.95	-0.04	0.266415285490344
0.95	-0.0299999999999998	0.276033297402736
0.95	-0.02	0.2856516374048
0.95	-0.00999999999999979	0.295270305502824
0.95	0	0.304889301702596
0.95	0.0100000000000002	0.314508626009411
0.95	0.02	0.324128278428067
0.95	0.0300000000000002	0.333748258962867
0.95	0.04	0.343368567617618
0.95	0.0500000000000003	0.352989204395632
0.95	0.0600000000000001	0.362610169299722
0.95	0.0700000000000003	0.372231462332211
0.95	0.0800000000000001	0.38185308349492
0.95	0.0899999999999999	0.391475032789179
0.95	0.1	0.401097310215819
0.95	0.11	0.410719915775177
0.95	0.12	0.420342849467093
0.95	0.13	0.429966111290912
0.95	0.14	0.439589701245483
0.95	0.15	0.449213619329157
0.95	0.16	0.458837865539795
0.95	0.17	0.468462439874755
0.95	0.18	0.478087342330904
0.95	0.19	0.487712572904611
0.95	0.2	0.497338131591751
0.95	0.21	0.506964018387701
0.95	0.22	0.516590233287345
0.95	0.23	0.526216776285069
0.95	0.24	0.535843647374765
0.95	0.25	0.545470846549828
0.95	0.26	0.555098373803159
0.95	0.27	0.564726229127162
0.95	0.28	0.574354412513746
0.95	0.29	0.583982923954325
0.95	0.3	0.593611763439818
0.95	0.31	0.603240930960647
0.95	0.32	0.61287042650674
0.95	0.33	0.62250025006753
0.95	0.34	0.632130401631955
0.95	0.35	0.641760881188456
0.95	0.36	0.651391688724982
0.95	0.37	0.661022824228985
0.95	0.38	0.670654287687421
0.95	0.39	0.680286079086756
0.95	0.4	0.689918198412955
0.95	0.41	0.699550645651494
0.95	0.42	0.709183420787351
0.95	0.43	0.718816523805011
0.95	0.44	0.728449954688465
0.95	0.45	0.738083713421208
0.95	0.46	0.747717799986242
0.95	0.47	0.757352214366075
0.95	0.48	0.766986956542722
0.95	0.49	0.776622026497703
0.95	0.5	0.786257424212044
0.95	0.51	0.795893149666277
0.95	0.52	0.805529202840444
0.95	0.53	0.815165583714089
0.95	0.54	0.824802292266265
0.95	0.55	0.834439328475534
0.95	0.56	0.84407669231996
0.95	0.57	0.853714383777118
0.95	0.58	0.86335240282409
0.95	0.59	0.872990749437463
0.95	0.6	0.882629423593336
0.95	0.61	0.89226842526731
0.95	0.62	0.901907754434499
0.95	0.63	0.911547411069522
0.95	0.64	0.921187395146507
0.95	0.65	0.930827706639091
0.95	0.66	0.940468345520418
0.95	0.67	0.950109311763142
0.95	0.68	0.959750605339425
0.95	0.69	0.969392226220939
0.95	0.7	0.979034174378864
0.95	0.71	0.98867644978389
0.95	0.72	0.998319052406215
0.95	0.73	1.00796198221555
0.95	0.74	1.01760523918111
0.95	0.75	1.02724882327163
0.95	0.76	1.03689273445535
0.95	0.77	1.04653697270001
0.95	0.78	1.05618153797287
0.95	0.79	1.06582643024071
0.95	0.8	1.07547164946981
0.95	0.81	1.08511719562597
0.95	0.82	1.09476306867447
0.95	0.83	1.10440926858015
0.95	0.84	1.11405579530733
0.95	0.85	1.12370264881985
0.95	0.86	1.13334982908107
0.95	0.87	1.14299733605384
0.95	0.88	1.15264516970055
0.95	0.89	1.16229332998308
0.95	0.9	1.17194181686284
0.95	0.91	1.18159063030075
0.95	0.92	1.19123977025724
0.95	0.93	1.20088923669225
0.95	0.94	1.21053902956524
0.95	0.95	1.22018914883519
0.95	0.96	1.22983959446057
0.95	0.97	1.23949036639941
0.95	0.98	1.2491414646092
0.95	0.99	1.25879288904699
0.95	1	1.26844463966933
